flow,corr,slope,intercept,best_lag_ms,lag_corr,sign_accuracy
0,0.9998803843234604,0.9932657414293872,0.06135657439521355,0.0,0.9998803843234604,0.5462803830100663
1,0.9970537502072289,0.9879195992795519,0.3187163751179309,0.0,0.9970537502072289,0.5574986751457339
2,0.9862974012846899,0.9898367858432217,-0.4723511654177043,10.0,0.9868636966531174,0.6083707025411061
