flow,corr,slope,intercept,best_lag_ms,lag_corr,sign_accuracy
0,0.9999113672082952,0.995007608047866,0.0019624404355291507,0.0,0.9999113672082952,0.5462743236829616
1,0.9903899568509177,0.9740347272941708,1.1890540275623074,0.0,0.9903899568509177,0.5521032504780115
2,0.6532079734026239,0.724960955330669,16.54514196489523,140.0,0.7281441350482509,0.5895316804407713
