flow,pairs,bias_ms,mae_ms,rmse_ms,corr,p50_abs_ms,p90_abs_ms,p99_abs_ms,mean_abs_ms,max_abs_ms
0,4908,-12.745493742002296,24.569638730680463,46.740638725125066,0.9458511683650953,6.767010923320612,82.11321190255892,182.38273566614828,24.569638730680463,195.073554308631
1,2372,-4.217432889523664,16.669313733964472,31.035094778656045,0.9050329675746756,4.796525737895621,58.04325922676618,110.75786415443754,16.669313733964472,115.20526856462737
2,510,-203.73567616261064,203.73567616261064,262.1952521116784,-0.5028104854273068,143.08115818311327,500.28498769573764,551.3276784429696,203.73567616261064,555.0701968284478
