flow,corr,slope,intercept,best_lag_ms,lag_corr,sign_accuracy
0,0.9966814960585135,0.9842438985074102,-0.17087047891854454,0.0,0.9966814960585135,0.602125453602903
1,0.9924480205543574,1.0231490026936543,-9.716866832624627,0.0,0.9924480205543574,0.6013691416535019
2,-0.5028104854273068,-1.943287521507466,1132.2470515975165,-200.0,-0.36809107974482425,0.6051080550098232
