10.2929 37.489 56.2375 0 263168
10.318 41.503 51.0776 0 264704
10.3231 44.737 47.6441 0 266240
10.3281 47.301 45.3064 0 267776
10.3334 49.52 43.5102 0 269312
10.3372 51.32 42.2098 0 270336
10.3411 52.783 41.2593 0 271872
10.3449 53.978 40.5605 0 273408
10.3489 54.982 40.0306 0 274944
10.3532 51.724 42.776 0 276480
10.3781 53.107 41.8801 0 278016
10.383 54.237 41.2212 0 279040
10.388 55.165 40.7377 0 280576
10.3932 56.004 40.3343 0 282112
10.3973 56.771 39.9934 0 283648
10.4012 57.409 39.7507 0 285184
10.4049 57.919 39.6007 0 286208
10.4087 58.351 39.506 0 287744
10.4125 58.625 39.519 0 289280
10.4376 58.94 39.5043 0 290816
10.4425 59.216 39.5158 0 292352
10.4473 59.46 39.5485 0 293888
10.4522 59.632 39.6287 0 294912
10.4573 59.914 39.6355 0 296448
10.4609 60.163 39.664 0 297984
10.4647 60.387 39.7087 0 299520
10.4683 60.566 39.7826 0 301056
10.4723 60.781 39.8324 0 302592
10.476 60.857 39.9731 0 303616
10.5009 60.966 40.0916 0 305152
10.5057 61.077 40.2084 0 306688
10.5104 61.19 40.3235 0 308224
10.5153 61.256 40.4691 0 309760
10.5203 61.429 40.5437 0 311296
10.5241 61.64 40.5929 0 312320
10.5277 61.809 40.6693 0 313856
10.5315 61.991 40.7368 0 315392
10.5352 62.138 40.8268 0 316928
10.5391 62.327 40.8889 0 318464
10.5433 58.369 43.86 0 320000
10.5682 59.264 43.3931 0 321024
10.5729 60.028 43.0338 0 322560
10.5774 60.639 42.7912 0 324096
10.5826 61.2 42.5882 0 325632
10.5871 61.745 42.3999 0 327168
10.5907 62.205 42.2726 0 328192
10.5944 62.597 42.1929 0 329728
10.598 62.934 42.1511 0 331264
10.6017 63.181 42.1696 0 332800
10.6056 63.45 42.1734 0 334336
10.6098 59.555 45.1262 0 335872
10.6345 60.501 44.612 0 336896
10.6391 61.306 44.2152 0 338432
10.6437 61.974 43.9255 0 339968
10.6485 62.508 43.7356 0 341504
10.6531 63.08 43.5226 0 343040
10.6569 63.561 43.3755 0 344576
10.6605 63.97 43.2793 0 345600
10.6641 64.322 43.2225 0 347136
10.6677 64.627 43.1978 0 348672
10.6717 64.919 43.1819 0 350208
10.6753 65.081 43.2524 0 351744
10.7003 65.282 43.2967 0 353280
10.7047 65.467 43.3513 0 354304
10.7091 65.615 43.4301 0 355840
10.7137 65.758 43.5118 0 357376
