0.0 36200
10.1115 39096
10.1125 41992
10.1134 44888
10.1144 47784
10.1159 50680
10.1168 53576
10.1178 56472
10.1187 59368
10.1197 62264
10.1207 65160
10.1216 68056
10.1226 70952
10.1432 73848
10.1442 76744
10.1452 79640
10.1461 82536
10.1471 85432
10.1481 88328
10.149 91224
10.15 94120
10.1514 97016
10.1524 99912
10.1533 102808
10.1543 105704
10.1553 108600
10.1562 111496
10.1572 114392
10.1581 117288
10.1591 120184
10.1601 123080
10.161 125976
10.162 128872
10.163 131768
10.1923 133216
10.2024 134664
10.212 136112
10.2216 137560
10.2528 139008
10.2665 140456
10.2764 141904
10.286 143352
10.2954 144800
10.3273 146248
10.3401 147696
10.3497 149144
10.3591 150592
10.3682 152040
10.4004 153488
10.4129 154936
10.4223 156384
10.4316 157832
10.4405 159280
10.4718 160728
10.4843 162176
10.4941 163624
10.5032 165072
10.5121 166520
10.5208 167968
10.5537 169416
10.5648 170864
10.5739 172312
10.5833 173760
10.5919 175208
10.6018 176656
10.6337 178104
10.6441 179552
10.6532 181000
10.6623 182448
10.671 183896
10.6806 185344
10.7126 186792
10.7229 188240
10.7318 189688
10.7407 191136
10.7491 192584
10.7573 194032
10.7895 195480
10.801 196928
10.8097 198376
10.8181 199824
10.8265 201272
10.8351 202720
10.8447 204168
10.8765 205616
10.887 207064
10.8957 208512
10.9036 209960
10.9118 211408
10.9204 212856
10.9301 214304
10.9618 215752
10.9721 217200
10.9803 218648
10.9885 220096
10.9971 221544
11.0053 222992
11.013 224440
11.0442 225888
11.056 227336
11.0644 228784
11.073 230232
11.0807 231680
11.0887 233128
11.0968 234576
11.1064 236024
11.1372 237472
11.1483 238920
11.156 240368
11.1646 241816
11.1723 243264
11.18 244712
11.1882 246160
11.1966 247608
11.2283 249056
11.2393 250504
11.2475 251952
11.2557 253400
11.2631 254848
11.2713 256296
11.2795 257744
11.2867 259192
11.3165 260640
11.3283 262088
11.3381 263536
11.3453 264984
11.3537 266432
11.3614 267880
11.3691 269328
11.3773 270776
11.3847 272224
11.4145 273672
11.4263 275120
11.4359 276568
11.4431 278016
11.4518 279464
11.4592 280912
11.4669 282360
11.4746 283808
11.4816 285256
11.491 286704
11.5222 288152
11.5323 289600
11.5407 291048
11.5486 292496
11.5561 293944
11.5635 295392
11.571 296840
11.5792 298288
11.5864 299736
11.5955 301184
11.6267 302632
11.6368 304080
11.645 305528
11.6529 306976
11.6604 308424
11.6678 309872
11.675 311320
11.6832 312768
11.6897 314216
11.6991 315664
11.7296 317112
11.7392 318560
11.7488 320008
11.7556 321456
11.764 322904
11.7712 324352
11.7784 325800
11.7856 327248
11.7942 328696
11.8005 330144
11.8099 331592
11.8409 333040
11.85 334488
11.8596 335936
11.8666 337384
11.8748 338832
11.8815 340280
11.8892 341728
11.8966 343176
11.9046 344624
11.911 346072
11.919 347520
11.9493 348968
11.9593 350416
11.9692 351864
11.9769 353312
11.9841 354760
11.9925 356208
11.9992 357656
12.0062 359104
12.0134 360552
12.0216 362000
12.0278 363448
12.0362 364896
12.0668 366344
12.0766 367792
12.0862 369240
12.0942 370688
12.1014 372136
12.1093 373584
12.116 375032
12.1237 376480
12.1309 377928
12.1379 379376
12.1451 380824
12.1518 382272
12.1615 383720
12.1925 385168
12.2013 386616
12.2102 388064
12.2182 389512
12.2249 390960
12.2331 392408
12.2393 393856
12.247 395304
12.2545 396752
12.2612 398200
12.2684 399648
12.2751 401096
12.2843 402544
12.3148 403992
12.3239 405440
12.3333 406888
12.341 408336
12.3482 409784
12.3561 411232
12.3612 409784
12.3616 408893
12.3619 408448
12.3621 408002
12.3624 407557
12.3626 407111
12.3628 406666
12.3633 406220
12.3638 405775
12.364 405329
12.3643 402544
12.3645 401096
12.3648 399648
12.365 398200
12.3652 396752
12.3655 395304
12.366 393856
12.3665 392408
12.3669 390960
12.3674 389055
12.3677 386616
12.3679 385168
12.3684 383720
12.3689 382272
12.3691 380824
12.3696 379376
12.3701 377928
12.3703 376480
12.3708 375032
12.3713 374228
12.3715 373783
12.3717 372136
12.372 370688
12.3725 369240
12.3729 367792
12.3732 366344
12.3734 364896
12.3737 363448
12.3739 362000
12.3741 360552
12.3744 359104
12.3749 357656
12.3753 356208
12.3756 354760
12.3758 351864
12.3763 350416
12.3768 348968
12.3775 347520
12.378 346072
12.3787 344624
12.3792 343176
12.3794 341728
12.3797 340280
12.3799 338832
12.3802 337384
12.3806 335936
12.3811 334488
12.3814 333040
12.3816 331592
12.3818 330144
12.3821 328696
12.3823 327410
12.3826 325800
12.3828 324352
12.383 322904
12.3833 321456
12.3838 320008
12.384 318560
12.3842 317112
12.3845 315664
12.3847 314216
12.3852 312768
12.3857 311320
12.3859 309872
12.3864 308424
12.3869 306976
12.3874 305528
12.3878 304080
12.3881 302632
12.3886 301184
12.3888 299736
12.3893 298288
12.3898 296840
12.3902 295392
12.3907 293944
12.391 292496
12.3912 291048
12.3914 289600
12.3919 288152
12.3924 286704
12.3972 285256
12.4042 283808
12.4424 282360
12.4434 280912
12.4525 279464
12.4616 278016
12.4693 276568
12.477 275120
12.4842 273672
12.4919 275120
12.4984 276568
12.502 278016
12.5068 279464
12.5311 280912
12.532 282360
12.5412 283808
12.5503 285256
12.558 286704
13.3595 1448
13.706 2896
13.7579 5792
13.81 8688
13.811 11584
13.8632 14480
13.8641 17376
13.8651 20272
13.866 23168
13.9182 26064
13.9192 28960
13.9201 31856
13.9211 34752
13.922 37648
13.9228 40544
13.9235 43440
13.9244 46336
13.9764 49232
13.9771 52128
13.9778 55024
13.9785 57920
13.9792 60816
13.98 63712
13.9807 66608
13.9814 69504
13.9821 72400
13.9826 75296
13.9833 78192
13.9843 81088
13.985 83984
13.9857 86880
13.9867 89776
13.9876 92672
14.0388 95568
14.0393 98464
14.0403 101360
14.0408 104256
14.0412 107152
14.0422 110048
14.0427 112944
14.0432 115840
14.0441 118736
14.0446 121632
14.0451 124528
14.046 127424
14.0465 130320
14.047 133216
14.0475 136112
14.0484 139008
14.0489 141904
14.0496 144800
14.0504 147696
14.0509 150592
14.0518 153488
14.0523 156384
14.0533 159280
14.0537 162176
14.0547 165072
14.0557 167968
14.0566 170864
14.0576 173760
14.0585 176656
14.0595 179552
14.0605 182448
14.0614 185344
14.1092 188240
14.1097 191136
14.1104 194032
14.1112 196928
14.1117 199824
14.1145 201272
14.1205 202720
14.127 204168
14.134 205616
14.1417 207064
14.1513 208512
14.1982 209960
14.2039 211408
14.2097 212856
14.2162 214304
14.2232 215752
14.2304 217200
14.24 218648
14.2876 220096
14.2933 221544
14.2989 222992
14.3051 224440
14.3116 225888
14.3186 227336
14.327 228784
14.3364 230232
14.3825 231680
14.3885 233128
14.3938 234576
14.4003 236024
14.4068 237472
14.4137 238920
14.4224 240368
14.4318 241816
14.4777 243264
14.4834 244712
14.4887 246160
14.4952 247608
14.5019 249056
14.5087 250504
14.5168 251952
14.5257 253400
14.5728 254848
14.5786 256296
14.5841 257744
14.5901 259192
14.5961 260640
14.6029 262088
14.6101 263536
14.6185 264984
14.6276 266432
14.6742 267880
14.6795 269328
14.6853 270776
14.6911 272224
14.6973 273672
14.7038 275120
14.7108 276568
