10.9536 2674457 1341952
10.9539 4021097 1326080
11.1819 5131713 670208
11.1822 5133161 670208
11.1824 5134609 670208
11.1827 5136057 670208
11.1829 5137505 670208
11.1831 5138953 670208
11.1834 5140401 670208
11.1836 5141849 670208
11.1839 5143297 670208
11.1841 5144745 670208
11.1843 5146193 670208
11.1846 5147641 670208
11.1848 5149089 670208
11.1851 5150537 670208
11.1853 5151985 670208
11.1855 5153433 670208
11.1858 5154881 670208
11.186 5156329 670208
11.1863 5157777 670208
11.1865 5159225 670208
11.1867 5160673 670208
11.187 5162121 670208
11.1872 5163569 670208
11.1875 5165017 670208
11.1877 5166465 670208
11.1879 5167913 670208
11.1882 5169361 670208
11.1884 5170809 670208
11.1887 5172257 670208
11.1889 5173705 670208
11.1891 5175153 670208
11.1894 5176601 670208
11.1896 5178049 670208
11.1899 5179497 670208
11.1901 5180945 670208
11.1903 5182393 670208
11.1906 5183841 670208
11.1908 5185289 670208
11.1911 5186737 670208
11.1913 5188185 670208
11.1916 5189633 670208
11.1918 5191081 670208
11.192 5192529 670208
11.1923 5193977 670208
11.1925 5195425 670208
11.1928 5196873 670208
11.193 5198321 670208
11.1932 5199769 670208
11.1935 5201217 670208
11.1937 5202665 670208
11.194 5204113 670208
11.1942 5205561 670208
11.1944 5207009 670208
11.1947 5208457 670208
11.1949 5209905 670208
11.1952 5211353 670208
11.1954 5212801 670208
11.1956 5214249 670208
11.1959 5215697 670208
11.1961 5217145 670208
11.1964 5218593 670208
11.1966 5220041 670208
11.1968 5221489 670208
11.1971 5222937 670208
11.1973 5224385 670208
11.1976 5225833 670208
11.1978 5227281 670208
11.198 5228729 670208
11.1983 5230177 670208
11.1985 5231625 670208
11.1988 5233073 670208
11.199 5234521 670208
11.1992 5235969 670208
11.1995 5237417 670208
11.1997 5238865 670208
11.2 5240313 670208
11.2002 5241761 670208
11.2004 5243209 670208
11.2007 5244657 670208
11.2009 5246105 670208
11.2012 5247553 670208
11.2014 5249001 670208
11.2016 5250449 670208
11.2019 5251897 670208
11.2021 5253345 670208
11.2024 5254793 670208
11.2026 5256241 670208
11.2028 5257689 670208
11.2031 5259137 670208
11.2033 5260585 670208
11.2036 5262033 670208
11.2038 5263481 670208
11.204 5264929 670208
11.2043 5266377 670208
11.2045 5267825 670208
11.2048 5269273 670208
11.205 5270721 670208
11.2052 5272169 670208
11.2055 5273617 670208
11.2057 5275065 670208
11.206 5276513 670208
11.2062 5277961 670208
11.2064 5279409 670208
11.2067 5280857 670208
11.2069 5282305 670208
11.2072 5283753 670208
11.2074 5285201 670208
11.2077 5286649 670208
11.2079 5288097 670208
11.2081 5289545 670208
11.2084 5290993 670208
11.2086 5292441 670208
11.2089 5293889 670208
11.2091 5295337 670208
11.2093 5296785 670208
11.2096 5298233 670208
11.2098 5299681 670208
11.2101 5301129 670208
11.2103 5302577 670208
11.2105 5304025 670208
11.2108 5305473 670208
11.211 5306921 670208
11.2113 5308369 670208
11.2115 5309817 670208
11.2117 5311265 670208
11.212 5312713 670208
11.2122 5314161 670208
11.2125 5315609 670208
11.2127 5317057 670208
11.2129 5318505 670208
11.2132 5319953 670208
11.2134 5321401 670208
11.2137 5322849 670208
11.2139 5324297 670208
11.2141 5325745 670208
11.2144 5327193 670208
11.2146 5328641 670208
11.2149 5330089 670208
11.2151 5331537 670208
11.2153 5332985 670208
11.2156 5334433 670208
11.2158 5335881 670208
11.2161 5337329 670208
11.2163 5338777 670208
11.2165 5340225 670208
11.2168 5341673 670208
11.217 5343121 670208
11.2173 5344569 670208
11.2175 5346017 670208
11.2177 5347465 670208
11.218 5348913 670208
11.2182 5350361 670208
11.2185 5351809 670208
11.2187 5353257 670208
11.2189 5354705 670208
11.2192 5356153 670208
11.2194 5357601 670208
11.2197 5359049 670208
11.2199 5360497 670208
11.2201 5361945 670208
11.2204 5363393 670208
11.2206 5364841 670208
11.2209 5366289 670208
11.2211 5367737 670208
11.2213 5369185 670208
11.2216 5370633 670208
11.2218 5372081 670208
11.2221 5373529 670208
11.2223 5374977 670208
11.2226 5376425 670208
11.2228 5377873 670208
11.223 5379321 670208
11.2233 5380769 670208
11.2235 5382217 670208
11.2238 5383665 670208
11.224 5385113 670208
11.2242 5386561 670208
11.2245 5388009 670208
11.2247 5389457 670208
11.225 5390905 670208
11.2252 5392353 670208
11.2254 5393801 670208
11.2257 5395249 670208
11.2259 5396697 670208
11.2262 5398145 670208
11.2264 5399593 670208
11.2266 5401041 670208
11.2269 5402489 670208
11.2271 5403937 670208
11.2274 5405385 670208
11.2276 5406833 670208
11.2278 5408281 670208
11.2281 5409729 670208
11.2283 5411177 670208
11.2286 5412625 670208
11.2288 5414073 670720
11.229 5415521 670720
11.2293 5416969 670720
11.2295 5418417 670720
11.2298 5419865 670720
11.23 5421313 670720
11.2302 5422761 670720
11.2305 5424209 670720
11.2307 5425657 670720
11.231 5427105 670720
11.2312 5428553 670720
11.2314 5430001 670720
11.2317 5431449 670720
11.2319 5432897 670720
11.2322 5434345 670720
11.2324 5435793 670720
11.2326 5437241 670720
11.2329 5438689 670720
11.2331 5440137 670720
11.2334 5441585 670720
11.2336 5443033 670720
11.2338 5444481 670720
11.2341 5445929 670720
11.2343 5447377 670720
11.2346 5448825 670720
11.2348 5450273 670720
11.235 5451721 670720
11.2353 5453169 670720
11.2355 5454617 670720
11.2358 5456065 670720
11.236 5457513 670720
11.2362 5458961 670720
11.2365 5460409 670720
11.2367 5461857 670720
11.237 5463305 670720
11.2372 5464753 670720
11.2375 5466201 670720
11.2377 5467649 670720
11.2379 5469097 670720
11.2382 5470545 670720
11.2384 5471993 670720
11.2387 5473441 670720
11.2389 5474889 670720
11.2391 5476337 670720
11.2394 5477785 670720
11.2396 5479233 670720
11.2399 5480681 670720
11.2401 5482129 670720
11.2403 5483577 670720
11.2406 5485025 670720
11.2408 5486473 670720
11.2411 5487921 670720
11.2413 5489369 670720
11.2415 5490817 670720
11.2418 5492265 670720
11.242 5493713 670720
11.2423 5495161 670720
11.2425 5496609 670720
11.2427 5498057 670720
11.243 5499505 670720
11.2432 5500953 670720
11.2435 5502401 670720
11.2437 5503849 670720
11.2439 5505297 670720
11.2442 5506745 670720
11.2444 5508193 670720
11.2447 5509641 670720
11.2449 5511089 670720
11.2451 5512537 670720
11.2454 5513985 670720
11.2456 5515433 670720
11.2459 5516881 670720
11.2461 5518329 670720
11.2463 5519777 670720
11.2466 5521225 670720
11.2468 5522673 670720
11.2471 5524121 670720
11.2473 5525569 670720
11.2475 5527017 670720
11.248 5528465 670720
11.2485 5529913 670720
11.2487 5531361 670720
11.249 5532809 670720
11.2492 5534257 670720
11.2495 5535705 670720
11.2497 5537153 670720
11.2499 5538601 670720
11.2502 5540049 670720
11.2504 5541497 670720
11.2507 5542945 670720
11.2509 5544393 670720
11.2511 5545841 670720
11.2516 5547289 670720
11.2521 5548737 670720
11.2524 5550185 670720
11.2526 5551633 670720
11.2528 5553081 670720
11.2531 5554529 670720
11.2533 5555977 670720
