flow,pairs,bias_ms,mae_ms,rmse_ms,corr,p50_abs_ms,p90_abs_ms,p99_abs_ms,mean_abs_ms,max_abs_ms
0,4921,-1.593013433794464,2.5743205995957097,7.259470299389214,0.977160236803031,0.3966671458296922,6.0515815643259145,39.552848879275125,2.5743205995957097,50.948781338706155
1,2860,-0.5402354302606754,2.713560225148682,6.923952227327036,0.9763027547844798,0.6661732338115431,6.83044945854177,33.84033399731136,2.713560225148682,51.96385696236156
2,853,2.430616680417656,3.0909952593379977,8.256341571987054,0.9750841394447454,0.9522089953048187,5.265675666169242,48.10805536190911,3.0909952593379977,52.753893831199825
