0.698701 31.001 48.2028 0 185856
0.711438 31.001 48.2028 0 186368
0.734028 31.049 48.5014 0 186880
0.756618 31.087 48.4421 0 187392
0.778728 31.118 48.3939 0 187904
0.801798 31.191 48.652 0 188416
0.823908 31.249 48.5617 0 188928
0.846498 31.295 48.4903 0 189440
0.869569 31.381 48.7266 0 189952
0.891678 31.449 48.6212 0 190464
0.91571 31.503 48.5379 0 190976
0.940703 31.595 48.7632 0 191488
0.965216 31.669 48.6492 0 192000
0.990209 31.727 48.5603 0 192512
1.0152 31.822 48.7793 0 193024
1.03972 31.898 48.6631 0 193536
1.06471 32.007 48.8593 0 194048
1.08922 32.094 48.7269 0 194560
1.11421 32.164 48.6208 0 195072
1.13921 32.268 48.8231 0 195584
1.16372 32.351 48.6978 0 196096
1.18823 32.417 48.5987 0 196608
1.21323 32.518 48.804 0 197120
1.23822 32.599 48.6827 0 197632
1.26273 32.664 48.5858 0 198144
1.28773 32.764 48.7911 0 198656
1.31224 32.844 48.6723 0 199168
1.33675 32.908 48.5776 0 199680
1.36222 33.007 48.7829 0 200192
1.38674 33.087 48.6649 0 200704
1.41125 33.15 48.5724 0 201216
1.43624 33.249 48.7762 0 201728
1.46076 33.328 48.6606 0 202240
1.48623 33.439 48.8455 0 202752
1.51074 33.528 48.7158 0 203264
1.53526 33.6 48.6114 0 203776
1.56025 33.705 48.8037 0 204288
1.58476 33.789 48.6824 0 204800
1.60975 33.856 48.586 0 205312
1.63475 33.958 48.7812 0 205824
1.65926 34.039 48.6651 0 206336
1.68377 34.105 48.5709 0 206848
1.70877 34.205 48.7676 0 207360
1.77891 31.559 26.4282 0 103424
1.79093 29.443 28.3275 0 103936
1.80734 27.75 30.4732 0 104448
1.82327 26.396 32.0364 0 104960
1.83625 25.312 33.4083 0 105472
1.85242 24.445 35.0671 0 105984
1.86859 23.752 36.0903 0 106496
1.88453 23.149 37.0304 0 107008
1.89798 22.715 38.2479 0 107520
1.91391 22.368 38.8412 0 108032
1.92961 22.042 39.4157 0 108544
1.94578 21.829 40.3309 0 109056
1.95876 21.659 40.6475 0 109568
1.97469 21.523 41.4425 0 110080
1.99062 21.414 41.6535 0 110592
2.00631 21.278 41.9197 0 111104
2.02073 21.218 42.5842 0 111616
2.03642 21.17 42.6808 0 112128
2.05187 21.084 42.8549 0 112640
2.06829 21.063 43.4476 0 113152
2.08174 21.046 43.4827 0 113664
2.09743 20.984 43.6111 0 114176
2.11313 20.983 44.1653 0 114688
2.12706 20.982 44.1674 0 115200
2.14204 20.933 44.2708 0 115712
2.15797 20.942 44.8049 0 116224
2.17318 20.901 44.8928 0 116736
2.1876 20.869 44.9616 0 117248
2.20377 20.89 45.4709 0 117760
2.21946 20.908 45.4318 0 118272
2.23539 20.922 45.9551 0 118784
2.24981 20.933 45.9309 0 119296
2.26574 20.942 45.9112 0 119808
2.28144 20.949 46.4488 0 120320
2.29665 20.955 46.4355 0 120832
2.31107 20.96 46.4244 0 121344
2.32652 20.963 46.9704 0 121856
2.34149 20.966 46.9637 0 122368
2.35622 20.921 47.0647 0 122880
2.3716 20.932 47.5933 0 123392
2.38729 20.941 47.5729 0 123904
2.40274 20.901 47.6639 0 124416
2.41867 20.916 48.1836 0 124928
2.43405 20.928 48.156 0 125440
2.44943 20.924 48.1652 0 125952
2.46529 20.969 48.6142 0 126464
2.48068 21.005 48.5309 0 126976
2.49654 21.081 48.9055 0 127488
2.51192 21.143 48.762 0 128000
2.5273 21.192 48.6493 0 128512
2.54316 21.279 48.9948 0 129024
2.55854 21.349 48.8341 0 129536
2.57392 21.405 48.7064 0 130048
2.58978 21.498 49.0345 0 130560
2.60516 21.572 48.8663 0 131072
2.6215 21.631 48.733 0 131584
2.63833 21.727 49.0509 0 132096
2.65467 21.803 48.8799 0 132608
2.67101 21.864 48.7435 0 133120
2.68783 21.961 49.0557 0 133632
2.70417 22.039 48.8821 0 134144
2.77119 21.779 26.5944 0 72192
