flow,corr,slope,intercept,best_lag_ms,lag_corr,sign_accuracy
0,0.9997320912810211,1.0011061187920265,-0.07333350736554403,0.0,0.9997320912810211,0.3992831541218638
1,0.9990587688358191,1.0025554128674077,-0.16725176196041577,0.0,0.9990587688358191,0.5145432199918066
2,0.999612204952772,1.0006791888242643,-0.04254607709381929,0.0,0.999612204952772,0.5059288537549407
