flow,pairs,bias_ms,mae_ms,rmse_ms,corr,p50_abs_ms,p90_abs_ms,p99_abs_ms,mean_abs_ms,max_abs_ms
0,4923,-0.9438641667033282,2.591690422898454,7.212209655503934,0.9485284397896161,0.5161928813565027,5.156593980753099,36.88043534628202,2.591690422898454,64.58013552394846
1,2752,-1.2596810734150883,3.216613898457317,8.249712540472913,0.8996921028123162,0.8617329679948185,5.769199256547257,37.008869782870946,3.216613898457317,66.49858290032137
2,846,-1.2134899275889524,1.9008875947426918,3.1420753981105567,0.9779560285726964,1.0825335370051192,3.9712727975561855,11.012740111736749,1.9008875947426918,26.934834426204684
