0.681453 27.486 0 264704 265216
0.691517 27.516 0 265216 265728
0.713446 27.54 0 265728 266240
0.735375 27.559 0 266240 266752
0.757605 27.605 0 266752 267264
0.779534 27.641 0 267264 267776
0.801463 27.67 0 267776 268288
0.823693 27.724 0 268288 268800
0.845922 27.766 0 268800 269312
0.867852 27.8 0 269312 269824
0.890081 27.858 0 269824 270336
0.91201 27.903 0 270336 270848
0.93424 27.97 0 270848 271360
0.956169 28.024 0 271360 271872
0.978098 28.066 0 271872 272384
1.00063 28.13 0 272384 272896
1.02256 28.182 0 272896 273408
1.04449 28.223 0 273408 273920
1.06672 28.286 0 273920 274432
1.08865 28.336 0 274432 274944
1.11057 28.376 0 274944 275456
1.1328 28.439 0 275456 275968
1.15503 28.488 0 275968 276480
1.17696 28.528 0 276480 276992
1.19919 28.59 0 276992 277504
1.22112 28.64 0 277504 278016
1.24305 28.679 0 278016 278528
1.26528 28.741 0 278528 279040
1.28721 28.791 0 279040 279552
1.30974 28.86 0 279552 280064
1.33167 28.916 0 280064 280576
1.3536 28.96 0 280576 281088
1.37583 29.026 0 281088 281600
1.39776 29.078 0 281600 282112
1.41969 29.12 0 282112 282624
1.44192 29.184 0 282624 283136
1.46415 29.235 0 283136 283648
1.48607 29.276 0 283648 284160
1.5083 29.338 0 284160 284672
1.53023 29.388 0 284672 285184
1.55216 29.429 0 285184 285696
1.57439 29.491 0 285696 286208
1.59632 29.54 0 286208 286720
1.61885 29.61 0 286720 287232
1.64078 29.666 0 287232 287744
1.66271 29.711 0 287744 288256
1.68494 29.776 0 288256 288768
1.70687 29.829 0 288768 289280
1.75914 28.67 0 230912 231424
1.77596 27.742 0 231424 231936
1.79338 27.03 0 231936 232448
1.81051 26.46 0 232448 232960
1.82763 26.005 0 232960 233472
1.84716 25.67 0 233472 233984
1.86638 25.402 0 233984 234496
1.88561 25.188 0 234496 235008
1.90513 25.047 0 235008 235520
1.92436 24.934 0 235520 236032
1.94388 24.874 0 236032 236544
1.96311 24.825 0 236544 237056
1.98234 24.787 0 237056 237568
2.00186 24.786 0 237568 238080
2.02109 24.785 0 238080 238592
2.04031 24.785 0 238592 239104
2.05984 24.814 0 239104 239616
2.07906 24.838 0 239616 240128
2.09829 24.857 0 240128 240640
2.11782 24.902 0 240640 241152
2.13704 24.938 0 241152 241664
2.15627 24.967 0 241664 242176
2.17579 25.02 0 242176 242688
2.19502 25.063 0 242688 243200
2.21424 25.097 0 243200 243712
2.23377 25.154 0 243712 244224
2.253 25.2 0 244224 244736
2.27252 25.267 0 244736 245248
2.29175 25.32 0 245248 245760
2.31097 25.363 0 245760 246272
2.3305 25.427 0 246272 246784
2.34972 25.478 0 246784 247296
2.36895 25.519 0 247296 247808
2.38848 25.582 0 247808 248320
2.4077 25.633 0 248320 248832
2.42693 25.673 0 248832 249344
2.44645 25.735 0 249344 249856
2.46568 25.785 0 249856 250368
2.4849 25.825 0 250368 250880
2.50443 25.887 0 250880 251392
2.52366 25.936 0 251392 251904
2.54288 25.976 0 251904 252416
2.56241 26.038 0 252416 252928
2.58163 26.087 0 252928 253440
2.60116 26.156 0 253440 253952
2.62039 26.212 0 253952 254464
2.63961 26.257 0 254464 254976
2.65914 26.322 0 254976 255488
2.67836 26.375 0 255488 256000
2.69759 26.417 0 256000 256512
2.75106 25.459 0 207872 208384
2.76638 24.693 0 208384 208896
2.782 24.11 0 208896 209408
2.79732 23.644 0 209408 209920
2.81354 23.271 0 209920 210432
2.83097 23.002 0 210432 210944
2.84809 22.788 0 210944 211456
2.86551 22.646 0 211456 211968
2.88263 22.532 0 211968 212480
2.89946 22.442 0 212480 212992
2.91688 22.399 0 212992 213504
2.934 22.365 0 213504 214016
2.95113 22.338 0 214016 214528
2.96855 22.346 0 214528 215040
2.98567 22.353 0 215040 215552
